tree_id,block_id,species_group,latitude,longitude,health,tree_dbh,stump_diam,curb_loc,steward,sidewalk,address,zipcode,boroname,nta,nta_name
63591,105297,pin oak,40.73367027,-73.98787989,Good,11,0,OnCurb,None,NoDamage,133 EAST 14 STREET,10003,Manhattan,MN21,Gramercy
176184,105347,Callery pear,40.736152679999996,-73.98093533,Poor,10,0,OnCurb,None,Damage,315 EAST 21 STREET,10010,Manhattan,MN21,Gramercy
72871,103322,Other,40.71464907,-73.98726526,Good,6,0,OnCurb,4orMore,Damage,193 CLINTON STREET,10002,Manhattan,MN28,Lower East Side
31792,103424,littleleaf linden,40.73905805,-73.99862119,Good,10,0,OnCurb,3or4,NoDamage,161 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
13130,101939,honeylocust,40.73392925,-74.00249092,Good,2,0,OnCurb,1or2,Damage,113 7 AVENUE SOUTH,10014,Manhattan,MN23,West Village
179631,103387,London planetree,40.72071146,-73.98957311,Good,19,0,OnCurb,None,NoDamage,152 ALLEN STREET,10002,Manhattan,MN27,Chinatown
314239,103097,Callery pear,40.72675686,-73.99150697,Good,10,0,OnCurb,1or2,Damage,357 BOWERY,10003,Manhattan,MN22,East Village
27720,101488,Other,40.72673461,-73.99917921,Good,3,0,OnCurb,1or2,NoDamage,69 WEST HOUSTON STREET,10012,Manhattan,MN23,West Village
449039,105342,honeylocust,40.73426096,-73.97784725,Good,10,0,OffsetFromCurb,None,NoDamage,441 EAST 20 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
176590,105349,Callery pear,40.73710149,-73.98125179,Good,16,0,OnCurb,None,NoDamage,380 2 AVENUE,10010,Manhattan,MN21,Gramercy
178898,103015,Other,40.7236996,-73.98229242,Good,3,0,OnCurb,None,Damage,62 AVENUE B,10009,Manhattan,MN22,East Village
522103,105194,Other,40.74181926,-73.98517694,Good,5,0,OnCurb,1or2,NoDamage,345 PARK AVENUE SOUTH,10010,Manhattan,MN21,Gramercy
74475,105338,Callery pear,40.73619401,-73.98646893,Good,11,0,OnCurb,1or2,NoDamage,130 EAST 18 STREET,10003,Manhattan,MN21,Gramercy
164160,103048,Callery pear,40.72427829,-73.97921448,Good,6,0,OnCurb,1or2,NoDamage,227 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
363679,102894,pin oak,40.72113987,-73.97921973,Good,6,0,OnCurb,1or2,NoDamage,302 EAST 3 STREET,10009,Manhattan,MN28,Lower East Side
102281,103105,Callery pear,40.72661719,-73.97760097,Good,7,0,OnCurb,1or2,NoDamage,645 EAST 11 STREET,10009,Manhattan,MN28,Lower East Side
174086,112072,honeylocust,40.71043504,-74.00106883,Good,9,0,OnCurb,None,NoDamage,29 AVENUE OF THE FINEST,10038,Manhattan,MN27,Chinatown
179661,103389,London planetree,40.71983788,-73.9900107,Good,13,0,OnCurb,None,NoDamage,130 ALLEN STREET,10002,Manhattan,MN27,Chinatown
103159,103196,pin oak,40.72963797,-73.9827812,Good,6,0,OnCurb,None,NoDamage,415 EAST 12 STREET,10009,Manhattan,MN22,East Village
268957,101202,honeylocust,40.72264669,-73.99500001,Good,7,0,OnCurb,1or2,NoDamage,238 MOTT STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
136846,103013,honeylocust,40.72458421,-73.98448429,Good,9,0,OnCurb,None,NoDamage,72 AVENUE A,10009,Manhattan,MN22,East Village
100390,101363,Sophora,40.72570011,-73.99417247,Good,17,0,OnCurb,1or2,Damage,32 BLEECKER STREET,10012,Manhattan,MN23,West Village
447325,101805,ginkgo,40.73203259,-73.99983922,Fair,11,0,OnCurb,1or2,NoDamage,77 WEST WASHINGTON PLACE,10011,Manhattan,MN23,West Village
84232,102642,Sophora,40.71513803,-73.98370322,Good,14,0,OnCurb,None,NoDamage,466 GRAND STREET,10002,Manhattan,MN28,Lower East Side
418797,102984,ginkgo,40.72301536,-73.98366609,Good,11,0,OnCurb,None,NoDamage,185 EAST 3 STREET,10009,Manhattan,MN22,East Village
123824,103200,honeylocust,40.72963828,-73.98844591,Fair,13,0,OnCurb,None,NoDamage,218 EAST 9 STREET,10003,Manhattan,MN22,East Village
543958,217921,littleleaf linden,40.7134737,-73.96568357,Good,6,0,OnCurb,1or2,NoDamage,62 SOUTH 3 STREET,11249,Brooklyn,BK73,North Side-South Side
449181,105322,honeylocust,40.73499146,-73.97516573,Good,11,0,OffsetFromCurb,None,NoDamage,530 EAST 23 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
67991,103470,Callery pear,40.74122614,-73.99416071,Good,9,0,OnCurb,3or4,NoDamage,655 AVENUE OF THE AMERICAS,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
71128,101519,honeylocust,40.72836635,-74.00367464,Fair,13,0,OffsetFromCurb,None,NoDamage,195 WEST HOUSTON STREET,10014,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
195254,102084,Sophora,40.73610497,-74.00010868,Good,12,0,OnCurb,None,Damage,146 WEST 11 STREET,10011,Manhattan,MN23,West Village
173597,217568,littleleaf linden,40.70999554,-73.96773408,Good,9,0,OnCurb,None,NoDamage,45 SOUTH 8 STREET,11249,Brooklyn,BK73,North Side-South Side
271771,101319,honeylocust,40.7249895,-74.00352117,Good,21,0,OnCurb,None,Damage,87 SULLIVAN STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
174914,217208,Other,40.70751999,-73.96685957,Good,4,0,OnCurb,None,NoDamage,56 SOUTH 11 STREET,11249,Brooklyn,BK73,North Side-South Side
57097,103531,honeylocust,40.74274618,-74.00419935,Good,4,0,OnCurb,None,Damage,400 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
136926,103016,honeylocust,40.72422004,-73.98881383,Good,13,0,OnCurb,None,NoDamage,77 EAST 2 STREET,10003,Manhattan,MN22,East Village
132161,103239,ginkgo,40.73072783,-73.98736345,Good,15,0,OnCurb,1or2,NoDamage,228 EAST 11 STREET,10003,Manhattan,MN22,East Village
31849,103427,Callery pear,40.73831961,-73.9962791,Good,11,0,OnCurb,1or2,NoDamage,101 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
11688,100542,Callery pear,40.71593381,-74.00364406,Fair,4,0,OnCurb,1or2,NoDamage,111 WORTH STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
198865,102452,London planetree,40.71222085,-73.97979877,Fair,19,0,OnCurb,None,Damage,44 JACKSON STREET,10002,Manhattan,MN28,Lower East Side
30207,104222,Japanese zelkova,40.73675248,-73.99520323,Good,3,0,OnCurb,1or2,Damage,31 WEST 14 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
145096,101858,Sophora,40.73255375,-73.9991837,Good,16,0,OnCurb,1or2,NoDamage,113 WAVERLY PLACE,10011,Manhattan,MN23,West Village
136479,102930,pin oak,40.72182765,-73.98639422,Fair,13,0,OnCurb,None,Damage,179 ESSEX STREET,10002,Manhattan,MN27,Chinatown
101358,100497,Callery pear,40.71471037,-74.00445606,Good,9,0,OnCurb,1or2,NoDamage,49 DUANE STREET,10007,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
473718,102385,honeylocust,40.71048403,-73.98734113,Fair,14,0,OffsetFromCurb,None,Damage,257 CLINTON STREET,10002,Manhattan,MN28,Lower East Side
84688,106004,Sophora,40.73201408,-73.98178316,Good,4,0,OnCurb,1or2,NoDamage,260 1 AVENUE,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
481913,105479,Sophora,40.74211771,-73.97796915,Good,6,0,OnCurb,None,NoDamage,535 2 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
253531,103128,ginkgo,40.72775451,-73.98772346,Poor,11,0,OnCurb,1or2,NoDamage,48 EAST 7 STREET,10003,Manhattan,MN22,East Village
13094,101787,littleleaf linden,40.73168765,-74.00433419,Good,10,0,OnCurb,1or2,NoDamage,18 COMMERCE STREET,10014,Manhattan,MN23,West Village
73143,101942,littleleaf linden,40.73429915,-73.99384931,Fair,3,0,OnCurb,1or2,NoDamage,6 EAST 12 STREET,10003,Manhattan,MN23,West Village
30425,101956,London planetree,40.7347218,-73.99683488,Good,18,0,OnCurb,1or2,Damage,46 WEST 11 STREET,10011,Manhattan,MN23,West Village
260418,102159,Other,40.73768485,-74.00478956,Good,8,0,OnCurb,1or2,NoDamage,13 8 AVENUE,10014,Manhattan,MN23,West Village
598619,217787,honeylocust,40.7120443,-73.96480086,Fair,11,0,OnCurb,1or2,NoDamage,332 BERRY STREET,11249,Brooklyn,BK73,North Side-South Side
72851,102876,honeylocust,40.72107375,-73.98741883,Fair,8,0,OnCurb,None,NoDamage,113 STANTON STREET,10002,Manhattan,MN27,Chinatown
232079,103203,Sophora,40.72883859,-73.98813581,Good,4,0,OnCurb,None,NoDamage,37 ST MARKS PLACE,10003,Manhattan,MN22,East Village
84145,102395,ginkgo,40.71083513,-73.98484181,Good,3,0,OnCurb,None,NoDamage,87 MONTGOMERY STREET,10002,Manhattan,MN28,Lower East Side
121343,103109,Other,40.72673219,-73.98339934,Good,4,0,OnCurb,None,NoDamage,132 ST MARKS PLACE,10009,Manhattan,MN22,East Village
271368,101443,honeylocust,40.72646299,-74.00039896,Good,11,0,OnCurb,3or4,NoDamage,468 WEST BROADWAY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
73562,101775,ginkgo,40.73235825,-73.99308931,Good,11,0,OnCurb,3or4,NoDamage,32 EAST 10 STREET,10003,Manhattan,MN23,West Village
118549,102850,honeylocust,40.72028936,-73.990807040000007,Good,8,0,OnCurb,1or2,NoDamage,174 ELDRIDGE STREET,10002,Manhattan,MN27,Chinatown
26749,103440,honeylocust,40.73995069,-73.99692882,Good,8,0,OnCurb,1or2,NoDamage,135 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
132255,103254,Sophora,40.73086281,-73.9873946,Good,9,0,OnCurb,None,NoDamage,227 EAST 11 STREET,10003,Manhattan,MN22,East Village
136406,103002,Callery pear,40.72260153,-73.99221082,Good,14,0,OnCurb,1or2,NoDamage,15 STANTON STREET,10002,Manhattan,MN27,Chinatown
61177,106027,honeylocust,40.73585517,-73.97669119,Good,14,0,OffsetFromCurb,None,NoDamage,440 EAST 23 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
58700,217360,Japanese zelkova,40.70874754,-73.96492764,Good,13,0,OnCurb,None,NoDamage,100 SOUTH 9 STREET,11249,Brooklyn,BK73,North Side-South Side
136819,102839,Callery pear,40.72013121,-73.9854368,Good,12,0,OnCurb,None,NoDamage,151 STANTON STREET,10002,Manhattan,MN27,Chinatown
521814,105202,Other,40.73697754,-73.98870424,Good,2,0,OnCurb,1or2,NoDamage,215 PARK AVENUE SOUTH,10003,Manhattan,MN21,Gramercy
155275,217844,Other,40.7123218,-73.96678711,Good,4,0,OnCurb,None,NoDamage,41 SOUTH 5 STREET,11249,Brooklyn,BK73,North Side-South Side
103331,103134,honeylocust,40.72667794,-73.97748274,Good,10,0,OnCurb,3or4,Damage,645 EAST 11 STREET,10009,Manhattan,MN28,Lower East Side
177256,106034,Other,40.73438197,-73.97484114,Good,2,0,OnCurb,1or2,NoDamage,8 PETER COOPER ROAD,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
272355,102116,Other,40.73678645,-74.00438337,Fair,11,0,OnCurb,1or2,NoDamage,65 BANK STREET,10014,Manhattan,MN23,West Village
30459,101801,Japanese zelkova,40.73179528,-73.9951088,Good,4,0,OnCurb,None,Damage,22 EAST 8 STREET,10003,Manhattan,MN23,West Village
34092,102345,Other,40.72546159,-73.9929148,Fair,4,0,OnCurb,1or2,Damage,11 BLEECKER STREET,10012,Manhattan,MN23,West Village
121462,103062,Sophora,40.72494846,-73.98738423,Good,4,0,OnCurb,None,NoDamage,55 1 AVENUE,10003,Manhattan,MN22,East Village
172289,102997,Sophora,40.7231655,-73.98214592,Good,11,0,OnCurb,1or2,NoDamage,250 EAST 4 STREET,10009,Manhattan,MN28,Lower East Side
160210,102574,Other,40.71562079,-73.98026069,Good,2,0,OffsetFromCurb,1or2,NoDamage,275 DELANCEY ST SOUTH,10002,Manhattan,MN28,Lower East Side
121425,103111,honeylocust,40.72647769,-73.98441472,Good,8,0,OnCurb,1or2,NoDamage,117 EAST 7 STREET,10009,Manhattan,MN22,East Village
121536,103201,ginkgo,40.72983618,-73.98918414,Poor,7,0,OnCurb,None,NoDamage,8 STUYVESANT STREET,10003,Manhattan,MN22,East Village
17926,101454,Sophora,40.72697229,-74.00427725,Fair,7,0,OnCurb,1or2,NoDamage,24 CHARLTON STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
118185,102733,Other,40.71737417,-73.99435163,Fair,3,0,OnCurb,None,NoDamage,83 CHRYSTIE STREET,10002,Manhattan,MN27,Chinatown
259652,102965,Callery pear,40.72250364,-73.98446793,Good,11,0,OnCurb,None,Damage,178 EAST 2 STREET,10009,Manhattan,MN22,East Village
232080,103203,Callery pear,40.72889005,-73.98825797,Good,17,0,OnCurb,None,NoDamage,33 ST MARKS PLACE,10003,Manhattan,MN22,East Village
69167,102986,Other,40.72368523,-73.98363674,Good,4,0,OnCurb,1or2,Damage,220 EAST 4 STREET,10009,Manhattan,MN22,East Village
48056,103489,Callery pear,40.74268693,-74.00188078,Good,9,0,OnCurb,None,NoDamage,319 WEST 18 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
73336,101886,Callery pear,40.73343124,-73.99178886,Fair,6,0,OnCurb,1or2,NoDamage,44 EAST 12 STREET,10003,Manhattan,MN23,West Village
11625,100592,pin oak,40.71617181,-74.00228599,Good,5,0,OnCurb,None,NoDamage,60 LAFAYETTE STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
449180,105322,honeylocust,40.73491043,-73.97514458,Good,17,0,OffsetFromCurb,None,NoDamage,7 PETER COOPER ROAD,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
270463,102162,honeylocust,40.73808878,-74.00437334,Good,6,0,OnCurb,3or4,NoDamage,35 JANE STREET,10014,Manhattan,MN23,West Village
84123,102481,Other,40.71305632,-73.98845775,Good,3,0,OnCurb,None,NoDamage,38 JEFFERSON STREET,10002,Manhattan,MN28,Lower East Side
103305,103093,London planetree,40.72588104,-73.98376771,Fair,4,0,OnCurb,1or2,NoDamage,105 AVENUE A,10009,Manhattan,MN22,East Village
271843,101445,honeylocust,40.72683081,-74.000933559999993,Good,9,0,OnCurb,1or2,NoDamage,150 THOMPSON STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
35326,103450,ginkgo,40.74125842,-74.00032136,Good,7,0,OnCurb,3or4,NoDamage,248 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
560227,103267,Callery pear,40.73211017,-73.98667761,Good,11,0,OnCurb,None,NoDamage,226 EAST 13 STREET,10003,Manhattan,MN22,East Village
449049,105342,honeylocust,40.73381218,-73.97678354,Good,16,0,OffsetFromCurb,None,NoDamage,531 EAST 20 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
83682,102439,pin oak,40.7121858,-73.99259262,Good,2,0,OnCurb,1or2,NoDamage,54 PIKE STREET,10002,Manhattan,MN27,Chinatown
17923,101454,Sophora,40.72700855,-74.00465089,Fair,10,0,OnCurb,1or2,NoDamage,40 CHARLTON STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
253260,103149,ginkgo,40.72744688,-73.98672594,Good,5,0,OnCurb,None,NoDamage,69 EAST 7 STREET,10003,Manhattan,MN22,East Village
118496,103410,Other,40.71410598,-73.99560382,Fair,3,0,OnCurb,None,NoDamage,39 DIVISION STREET,10002,Manhattan,MN27,Chinatown
177112,105366,honeylocust,40.73641145,-73.97934968,Good,9,0,OnCurb,None,Damage,341 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
69475,103020,Callery pear,40.72437132,-73.9796978,Fair,5,0,OnCurb,1or2,NoDamage,216 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
196376,103300,London planetree,40.71663297,-73.99166086,Good,14,0,OnCurb,1or2,NoDamage,50 ALLEN STREET,10002,Manhattan,MN27,Chinatown
73240,101992,Other,40.73483913,-73.99314251,Fair,7,0,OnCurb,1or2,NoDamage,20 EAST 13 STREET,10003,Manhattan,MN23,West Village
241064,105466,ginkgo,40.74177793,-73.97865112,Good,11,0,OnCurb,None,Damage,240 EAST 29 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
74556,105353,littleleaf linden,40.73655804,-73.98551207,Good,11,0,OnCurb,1or2,NoDamage,142 EAST 19 STREET,10003,Manhattan,MN21,Gramercy
103165,103196,Other,40.72985011,-73.98328502,Good,2,0,OnCurb,1or2,NoDamage,400 EAST 12 STREET,10009,Manhattan,MN22,East Village
43733,104242,Callery pear,40.73697053,-73.98667254,Good,5,0,OnCurb,1or2,NoDamage,77 IRVING PLACE,10003,Manhattan,MN21,Gramercy
28450,104204,ginkgo,40.73611518,-73.99340502,Good,9,0,OnCurb,1or2,NoDamage,1 EAST 14 STREET,10003,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
73353,101999,honeylocust,40.73504481,-73.99561895,Good,16,0,OnCurb,1or2,Damage,22 WEST 12 STREET,10011,Manhattan,MN23,West Village
78902,105399,honeylocust,40.73822692,-73.98392117,Good,12,0,OnCurb,3or4,NoDamage,158 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
168192,103107,honeylocust,40.72675054,-73.97951775,Good,3,0,OnCurb,1or2,NoDamage,349 EAST 10 STREET,10009,Manhattan,MN28,Lower East Side
474020,104301,littleleaf linden,40.74051867,-73.98524355,Good,7,0,OnCurb,1or2,NoDamage,124 EAST 24 STREET,10010,Manhattan,MN21,Gramercy
4619,217552,Other,40.71084819,-73.96508661,Good,9,0,OnCurb,None,NoDamage,86 SOUTH 6 STREET,11249,Brooklyn,BK73,North Side-South Side
144976,102651,ginkgo,40.71632008,-73.99717217,Fair,9,0,OnCurb,None,NoDamage,25 ELIZABETH STREET,10013,Manhattan,MN27,Chinatown
392818,101849,Callery pear,40.73404439,-73.99890638,Fair,12,0,OnCurb,1or2,NoDamage,66 WEST 9 STREET,10011,Manhattan,MN23,West Village
156986,216861,honeylocust,40.70451894,-73.96612985,Good,10,0,OnCurb,1or2,Damage,606 WYTHE AVENUE,11249,Brooklyn,BK72,Williamsburg
86968,103146,honeylocust,40.72743058,-73.9811296,Good,13,0,OnCurb,None,NoDamage,317 EAST 10 STREET,10009,Manhattan,MN22,East Village
167209,105306,London planetree,40.73434793,-73.98181172,Good,17,0,OnCurb,None,Damage,331 EAST 18 STREET,10003,Manhattan,MN21,Gramercy
72780,102516,ginkgo,40.71354159,-73.99008482,Good,6,0,OnCurb,1or2,Damage,146 HENRY STREET,10002,Manhattan,MN28,Lower East Side
245274,101338,honeylocust,40.72526918,-74.00356254,Good,7,0,OnCurb,1or2,NoDamage,204 SPRING STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
35328,103450,honeylocust,40.74132499,-74.00047914,Good,8,0,OnCurb,None,NoDamage,252 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
69177,103036,London planetree,40.72453559,-73.97792977,Fair,4,0,OnCurb,1or2,NoDamage,356 EAST 8 STREET,10009,Manhattan,MN28,Lower East Side
277600,100325,honeylocust,40.71061891,-74.00321813,Good,12,0,OnCurb,None,Damage,100 GOLD STREET,10038,Manhattan,MN25,Battery Park City-Lower Manhattan
277191,101404,Callery pear,40.72568439,-74.00201109,Good,7,0,OnCurb,1or2,NoDamage,105 THOMPSON STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
132346,103252,London planetree,40.73147185,-73.98713299,Good,15,0,OnCurb,None,NoDamage,220 EAST 12 STREET,10003,Manhattan,MN22,East Village
196374,103300,London planetree,40.71669718,-73.99162805,Good,13,0,OnCurb,1or2,NoDamage,50 ALLEN STREET,10002,Manhattan,MN27,Chinatown
72755,103378,pin oak,40.71598858,-73.98940612,Good,13,0,OnCurb,None,Damage,35 ESSEX STREET,10002,Manhattan,MN28,Lower East Side
118800,102886,ginkgo,40.72047321,-73.98896633,Good,3,0,OnCurb,None,NoDamage,144 ORCHARD STREET,10002,Manhattan,MN27,Chinatown
555983,103099,London planetree,40.72638931,-73.97293187,Fair,19,0,OnCurb,None,NoDamage,12-025 F D R DRIVE,10009,Manhattan,MN28,Lower East Side
168026,102785,Other,40.71866166,-73.98534231,Good,4,0,OnCurb,1or2,NoDamage,89 CLINTON STREET,10002,Manhattan,MN28,Lower East Side
241342,105506,Other,40.74307991,-73.97726602,Fair,3,0,OnCurb,1or2,Damage,565 2 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
171661,103174,Sophora,40.72759147,-73.97639564,Good,16,0,OnCurb,1or2,NoDamage,207 AVENUE C,10009,Manhattan,MN28,Lower East Side
72809,102613,honeylocust,40.71652252,-73.98896042,Good,5,0,OnCurb,1or2,NoDamage,363 GRAND STREET,10002,Manhattan,MN28,Lower East Side
74469,105338,honeylocust,40.73591613,-73.98580917,Good,4,0,OnCurb,None,NoDamage,150 EAST 18 STREET,10003,Manhattan,MN21,Gramercy
39290,105337,Callery pear,40.73616736,-73.98708135,Good,10,0,OnCurb,3or4,NoDamage,56 IRVING PLACE,10003,Manhattan,MN21,Gramercy
134542,105419,ginkgo,40.73899764,-73.98575427,Good,8,0,OnCurb,1or2,NoDamage,122 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
49308,101928,honeylocust,40.73395423,-73.99971541,Fair,6,0,OnCurb,None,NoDamage,5 GREENWICH AVENUE,10014,Manhattan,MN23,West Village
13579,102018,ginkgo,40.73530338,-74.00457418,Good,9,0,OnCurb,3or4,NoDamage,86 PERRY STREET,10014,Manhattan,MN23,West Village
35802,103438,Sophora,40.739949,-73.99902834,Good,13,0,OnCurb,None,NoDamage,200 WEST 16 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
432190,101337,Callery pear,40.72463637,-74.00395446,Good,6,0,OnCurb,None,NoDamage,73 SULLIVAN STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
36629,104347,Callery pear,40.74249644,-73.9866875,Fair,7,0,OnCurb,None,NoDamage,41 MADISON AVENUE,10010,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
452547,102750,honeylocust,40.71803168,-73.9893378,Fair,8,0,OnCurb,None,NoDamage,81 LUDLOW STREET,10002,Manhattan,MN27,Chinatown
277401,100261,Other,40.7084691,-74.00063137,Fair,3,0,OnCurb,1or2,NoDamage,22 DOVER STREET,10038,Manhattan,MN25,Battery Park City-Lower Manhattan
555946,106024,honeylocust,40.72771447,-73.97376724,Good,4,0,OnCurb,None,NoDamage,199 AVENUE D,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
297652,103064,Callery pear,40.72601664,-73.98941821,Good,5,0,OnCurb,1or2,Damage,68 2 AVENUE,10003,Manhattan,MN22,East Village
164163,103048,Callery pear,40.72445319,-73.9796299,Good,9,0,OnCurb,None,NoDamage,217 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
191618,103329,Sophora,40.72035792,-73.98011737,Good,11,0,OnCurb,1or2,NoDamage,286 EAST 2 STREET,10009,Manhattan,MN28,Lower East Side
84158,103324,Callery pear,40.71464306,-73.98397179,Good,7,0,OnCurb,1or2,NoDamage,285 EAST BROADWAY,10002,Manhattan,MN28,Lower East Side
233214,103151,honeylocust,40.72822881,-73.98695103,Good,13,0,OnCurb,None,Damage,48 ST MARKS PLACE,10003,Manhattan,MN22,East Village
522936,106012,Other,40.72891802,-73.97657369,Good,3,0,OnCurb,None,NoDamage,630 EAST 14 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
77289,101183,Other,40.72119798,-73.99434549,Good,6,0,OnCurb,1or2,Damage,5 SPRING STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
175309,216998,Other,40.70655721,-73.96723854,Good,6,0,OnCurb,None,Damage,50 DIVISION AVENUE,11249,Brooklyn,BK72,Williamsburg
27016,103434,Callery pear,40.74003991,-73.99743047,Good,12,0,OnCurb,3or4,NoDamage,144 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
33952,103251,London planetree,40.73052066,-73.9893466,Poor,4,0,OnCurb,1or2,NoDamage,42 3 AVENUE,10003,Manhattan,MN22,East Village
232236,103260,Callery pear,40.730941,-73.98301913,Good,7,0,OnCurb,None,Damage,225 1 AVENUE,10003,Manhattan,MN22,East Village
270929,102054,Sophora,40.73566037,-74.00342853,Good,18,0,OnCurb,1or2,Damage,268 WEST 4 STREET,10014,Manhattan,MN23,West Village
44224,103487,honeylocust,40.74211136,-74.00207173,Good,7,0,OnCurb,None,NoDamage,322 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
13028,101916,honeylocust,40.73301548,-74.00377935,Good,12,0,OnCurb,3or4,NoDamage,49 GROVE STREET,10014,Manhattan,MN23,West Village
164166,103048,Other,40.72467314,-73.98015233,Good,12,0,OnCurb,3or4,NoDamage,201 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
73102,101848,Callery pear,40.73181804,-73.99039541,Fair,8,0,OnCurb,None,NoDamage,80 4 AVENUE,10003,Manhattan,MN23,West Village
190931,103369,London planetree,40.71402305,-73.99286178,Poor,17,0,OnCurb,None,Damage,2 PIKE STREET,10002,Manhattan,MN27,Chinatown
315652,103157,honeylocust,40.72782698,-73.98941855,Good,10,0,OnCurb,1or2,Damage,226 EAST 6 STREET,10003,Manhattan,MN22,East Village
26743,103440,Callery pear,40.73958632,-73.99606634,Good,5,0,OnCurb,None,Damage,111 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
211775,101531,ginkgo,40.7292555,-74.00378669,Good,7,0,OnCurb,1or2,NoDamage,34 DOWNING STREET,10014,Manhattan,MN23,West Village
271947,100772,honeylocust,40.72104624,-74.00475439,Good,8,0,OnCurb,1or2,Damage,297 WEST BROADWAY,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
27870,105404,Other,40.73759164,-73.98588906,Fair,3,0,OnCurb,1or2,NoDamage,126 EAST 20 STREET,10003,Manhattan,MN21,Gramercy
73058,103270,honeylocust,40.7322345,-73.99001306,Good,12,0,OnCurb,3or4,Damage,93 4 AVENUE,10003,Manhattan,MN22,East Village
27832,104256,Other,40.73855811,-73.99162258,Good,4,0,OnCurb,1or2,NoDamage,111 5 AVENUE,10003,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
26744,103440,honeylocust,40.73973292,-73.99641335,Good,10,0,OnCurb,None,NoDamage,121 WEST 17 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
34268,102288,littleleaf linden,40.72988807,-74.00130529,Fair,8,0,OnCurb,None,Damage,11 MINETTA STREET,10012,Manhattan,MN23,West Village
72684,102717,Japanese zelkova,40.71749478,-73.99235875,Good,2,0,OnCurb,1or2,NoDamage,91 ELDRIDGE STREET,10002,Manhattan,MN27,Chinatown
49271,101927,Callery pear,40.7339314,-74.00026174,Fair,4,0,OnCurb,1or2,NoDamage,10 CHRISTOPHER STREET,10014,Manhattan,MN23,West Village
